Prompt,Chosen,Chosen_Likes,Chosen_Time,Chosen_CustomMetric,Reject,Reject_Likes,Reject_Time,Reject_CustomMetric
恭喜嘉然100万粉丝！嘉心糖翻唱《猫中毒》,点进来前以为是逆天发病，看完后发现是高质量逆天发病,59115.0,1632064607.0,58248.106621116414,大多数人的生活都是苦涩的，少有的快乐都放在了网上，孤独又幸福的时代。BV1bz4y1z7uu,275.0,1632117218.0,-591.3672688835884
海子姐：谢谢010的SC谢谢😨,故意把010念的这么快是吧,3.0,1689332400.0,-291.21544888358835,[七海演唱会_kira],21.0,1637059291.0,-795.9465388835883
我是如何 因看vtb毁掉自己的人生？,偶像大师怎么你了,63.0,1673665941.0,-387.8800388835883,哈哈还好我从来都没有看过V,15.0,1673667201.0,-435.8674388835883
【海子姐】ybb小火车,"在过去几天里，我一直在考虑一件事，那就是：是时候结束对七海Nana7mi的沉迷了。

最主要的原因是，和我预料中的不一样，七海已经无法给我带来更多欢乐，反而更多的是心塞和压力。天天被他人瞧不起，被身边人羞辱，因为在现实中宣传七海被骂管人痴，甚至因为部分七海相关的负面节奏来责骂我。在很长一段时间里，我一直认为，放弃正常的社交和健康的生活，将时间全部投入在七海Nana7mi的直播中，可以给我带来快乐和幸福感，但我现在醒悟了，只有放弃这种生活方式，不再沉迷，我才会得到正常人应有的快乐。

想要幸福，一个人需要有个正面的形象，需要有正常的社交，而不应该是沉迷虚拟的，一辈子也不可能和我交集的二次元主播。几个月前开始，我入坑了七海Nana7mi，然后过上了浑浑噩噩的生活，每天不是凌晨蹲直播就是刷切片，一次一次入脑，一次一次打钱，而随着时间过去，我越来越疏远亲朋好友，活在了“七海Nana7mi”的小世界里，每天不和自己父母交流，反而是去论坛上刷“七海妈妈”。

可这一切有什么意义呢？我做天天刷七海刷到魔怔，又得到了什么呢？反而是因为喜欢不同的二次元主播一些别的观众产生了分歧，开口就是盒武器，天天到处引战，充满戾气，可这真的是我想要的吗？我的初衷只是想黑听七海打游戏随便看看娱乐，还记得刚入坑时那纯粹的欢乐，喜爱七海的同时却又保留了理性，可从什么时候这些开始变了呢？

我迷茫了，我破防了，我一遍又一遍地用右手砸向墙壁，直到我感觉到手已经骨折了。

我知道你们估计不会信，你们可能觉得明天早上我就会问：“哎呀七海播了吗，有无新微博”，但这次，我下定决心了，退坑。我以前考虑过很多次退坑，但每次想想还是算了，但是这次，我觉得，是时候了。也许我在以后还会回坑，但我心里也知道，那会是个错误的选择，而再次醒悟退坑也只会是个时间问题。

离开之前，我想表达一下自己的感激之情，在看七海时我也有着许多快乐的，美好的回忆，我遇到许多值得尊敬的观众，他们组成了我对于直播间内外所有正面的记忆，他们尊敬主播，也值得尊敬，带来了许多欢乐。在这里，我想说一声“感谢”，感谢所有我沉迷七海旅途中遇到的这些人，我不会忘记你们。",32.0,1643984805.0,-715.6913988835884,实在想不到ybb排列组合会有这么搞的效果🤣🤣🤣,33.0,1627907784.0,-875.4616088835884
快速盘点2021各大Vtuber！,"她玩只狼不看攻略不用道具，纯拼刀莽过，哪怕死字当头；玩魂三不需要npc不需要太阳战士，自己单过，哪怕一遍遍暴毙跑图；玩APEX不需要DD队友双排三排，自己单排上钻石，纵使苦熬16小时；前几天玩LOL不需要队友双排，在满是白金一白金二的局，相信自己，自己一个人于黄金一单排十三连胜上了白金。这么一个纯粹的坚强的自强不息的爱打游戏的女仆，我们希望她能当一个只会玩游戏的可爱的小傻瓜一辈子。
她连日语都认不全，英语更是丈育，更别提学中文了，这些高速的英文歌词，她得花多少精力多少时间去记歌词找鼓点，得对着罗马音标注的中文，一遍一遍重复几十上百上千遍在保证旋律节奏不走调的情况下，找到正确不口胡的读音，得在录音棚里苦练多久能录出一篇完整的让自己满意的小样。
她做到了，一切却白费了。
英雄联盟 m，S10总决赛，她有幸能参与到自己最喜欢的游戏的世界上最大的赛事活动，这样的机会这辈子还有几次，能有几次？
为什么自己倾注全部心血的努力的结晶，要被别人亲手所葬送，付诸东流。
她为什么，凭什么，要遭这份罪！",1966.0,1636148901.0,1139.9495611164116,初一V：DJGun，V圈的第一个初生,8.0,1641184111.0,-767.6983388835883
【翻唱】《猫中毒》完整版PV/嘉然,嘉然评论区就是一座黑暗森林，每个嘉心糖都是带枪的猎人，像幽灵般潜行于评论区，轻轻略过⛵🎣的嘉心糖们，竭力不让评论露出一点马脚，连点赞都必须小心翼翼：他必须小心，因为评论区中到处都有与他一样潜行的嘉心糖，如果他发现了真的路人，能做的只有一件事：🙇🏻‍♂️🙇🏻‍♂️🙇🏻‍♂️🙇🏻‍♂️🙇🏻‍♂️🙇🏻‍♂️爹点个关注吧求你了。,32608.0,1617426223.0,31594.722781116412,"也许有一天，我说也许，我们会对国产虚拟主播失去信心，因为日v的宰治在今日为止还在持续，但我觉得不是今天。
而且也许有一天，我们这些所热爱的国v已经无法坚持在舞台，但也不是今天。
今天嘉然小姐发布《猫中毒》翻唱，冲击b站热门，让我们一起开溜！",1278.0,1617358666.0,264.04721111641163
我是如何 因看vtb毁掉自己的人生？,説V就用V的視頻啊，爲甚麼用的imas...這不是毫無關係的強行替代詞嗎？,15.0,1676463403.0,-407.90541888358837,本田未央怎么你了,7.0,1674028693.0,-440.2525188835883
主播是日本人吗？主播是你爹！【七海Nana7mi】,后空翻才是王道,37.0,1687396263.0,-276.5768188835883,东雪莲怎么你了,0.0,1687415793.0,-313.38151888358834
深情朗诵《嘉然小姐的狗》,我觉得现在有点过度玩梗了，大部分人上网看视频，不管是游戏、搞笑、科普不都是为了充实一下自己枯燥的生活吗？有些人觉得粉丝太过狂热，没必要对“虚假的”网络世界的人产生那么强烈的情感，可你真的了解过我们吗？在现实中有人面对劳累的工作而疲惫不堪，有人因为学习的重担而低迷不振，有人面对虚假的人情世故而伤透了心。终于有一天，你发现在一个叫枝江的地方，有几个姑娘愿意接纳包容你，她会为一首几分钟的歌、一段精彩舞而苦练很久，她会为你的真情而留下泪水，她更会用自己的行动来给每一个或是孤独，或是失落的你温情与希望。同样让我们相聚在一起的还有每一位asoul粉丝相互之间的关心、包容。我们写着逆天的小作文，拍着夸张的发病视屏，甚至是一条不起眼的评论都能收到热情的回复。这样的地方真有你们说的那么“不堪”吗？我们这么“疯狂”，只是把现实中给不出去的爱，在网络上用自己的方式表达出来了而已[捂脸][捂脸][捂脸],26.0,1629219119.0,-869.3482588835884,刷到这个，我的问题😅,23.0,1613483083.0,-1029.7086188835883
【海子姐】ybb小火车,祝最甜甜甜的小火车今天200万播放🥳🥳🥳🎉🎉🎉🎊🎊🎊祝最甜甜甜的小火车今天200万播放🥳🥳🥳🎉🎉🎉🎊🎊🎊祝最甜甜甜的小火车今天200万播放🥳🥳🥳🎉🎉🎉🎊🎊🎊祝最甜甜甜的小火车今天200万播放🥳🥳🥳🎉🎉🎉🎊🎊🎊祝最甜甜甜的小火车今天200万播放🥳🥳🥳🎉🎉🎉🎊🎊🎊祝最甜甜甜的小火车今天200万播放🥳🥳🥳🎉🎉🎉🎊🎊🎊祝最甜甜甜的小火车今天200万播放🥳🥳🥳🎉🎉🎉🎊🎊🎊祝最甜甜甜的小火车今天200万播放🥳🥳🥳🎉🎉🎉🎊🎊🎊,4586.0,1633587057.0,3734.331121116412,这标签里带一个萌宠属实蚌埠,169.0,1627569832.0,-742.8411288835883
《嘉然为什么是神》,BV1Vo4y1D7oq,117.0,1628691824.0,-783.6212088835883,"圣嘉然既在古时借着众先知，多次多方的晓谕列祖，就在这末世，借着直播晓谕我们，又早已承受万有，也曾借着嘉心糖创造诸世界。
嘉心糖是圣嘉然荣耀所发的光辉，是圣嘉然本体的真像，常用嘉心糖权能的命令托住万有，嘉心糖洗净了人的罪，就坐在高天至大者的右边。嘉心糖所承受之名，既比鼠鼠的名更尊贵，就远超过鼠鼠。所有的鼠鼠，圣嘉然从来对那一个说，你是我的儿子，我今日让你高兴。又指着那一个说，他要作我的嘉心糖。
论到使者，又说，圣嘉然以叔叔为使者，以抖友为仆役。
论到嘉心糖却说，圣嘉然阿，你的宝座是永永远远的，你的国权是正直的。你喜爱公义，恨恶罪恶。所以圣嘉然就是你的圣嘉然，用喜乐油膏你，胜过膏你的同伴。
又说，主阿，你起初立了地的根基，天也是你手所造的。天地都要灭没，你却要长存。天地都要像衣服渐渐旧了。你要将天地卷起来，像一件外衣，天地就都改变了。惟有你永不改变，你的年数没有穷尽。
所有的鼠鼠，圣嘉然从来对那一个说，你坐在我的右边，等我使你仇敌作你的脚凳。鼠鼠岂不都是服役的灵，奉差遣为那将要承受救恩的人效力吗？所以我们当越发郑重所听见的道理，恐怕我们随流失去。那借着鼠鼠所传的话，既是确定的，凡敢犯悖逆的，都受了该受的报应。",21.0,1624759701.0,-918.9424388835884
当发病评论被然然念出来...嘿嘿嘿🥵嘉然大人🥵嘿嘿嘿🤤然然🤤【直播切片】,自己的发病小作文被念出来，就好像脱光我的衣服示众一样😰😰，不过一想到是然然脱的我就，嘿嘿嘿🤤，呃咕，然然我好热啊🥵🥵,1263.0,1628512427.0,360.5848211164116,然能量充满了捏🥰🥰🥰,30.0,1628175601.0,-875.7834388835884
【翻唱】《猫中毒》完整版PV/嘉然,中文互联网发展到今天，搁这里算是集大成了罢,6864.0,1617623703.0,5852.697581116412,每个人看到的热评都不一样，就像一千个人心中有一千个哈姆雷特，而嘉然则是那颗心。[给心心],877.0,1617602664.0,-134.51280888358838
海子姐：谢谢010的SC谢谢😨,会不会是主播要凉了，自己开小号发sc拉热度啊[思考],574.0,1637063526.0,-242.9041888835884,高能游戏眼？高能主播眼！,22.0,1637070798.0,-794.8314688835884
主播是日本人吗？主播是你爹！【七海Nana7mi】,不过名字确实像日本人,3.0,1693025426.0,-254.28518888358832,[七海_尴尬]脆鲨感觉好丢脸,0.0,1687443196.0,-313.10748888358836
勾罕见，今天就是你的死期😡😡,我超，给我溜上一伯万了，大家有什么想看的吗🤔,6165.0,1644051580.0,5417.976351116412,"服了[喜极而泣]
要不是有这种黑粉引流我都不认识她，黑粉才是铁粉吧",23.0,1653239907.0,-632.1403788835884
勾罕见，今天就是你的死期😡😡,"抗日勋章等级展示：
特等功
@桐生可可Official
一等功
@佐久間ねむOfficial 
@東雪蓮Official 
二等功
@焼き夜鳥 
@熊野鈴谷 
@氷川真幸Official 
@蓝一叶 
@ACA在烤夜鸟 
三等功
@东倾向温 
@ハチロクo 
@夜雨Nancy 
@利维坦的魔女 
@東雪蓮敲可爱  
@と美美フェンシング",5.0,1674494077.0,-437.5986788835884,好好,5.0,1642666862.0,-755.8708288835884
当发病评论被然然念出来...嘿嘿嘿🥵嘉然大人🥵嘿嘿嘿🤤然然🤤【直播切片】,额。。。稍微了解了一下vtb。。。感觉这东西也太二了。。。了解了一下惊了，这不就相当于幼儿园老师拿个手偶糊弄3岁小孩一样吗？结果一群成年人还看得不亦乐乎？还能搞出饭圈？我也是越来越看不懂这个世界了。。。我仿佛看到了一群肥宅排排坐吃果果，盯着幼儿园阿姨手里的手偶开心的拍起了巴掌的样子,9.0,1644143322.0,-737.1062288835884,天天在首页都能刷到这种东西，我感觉非常好笑，路人看着又幽默又深明其理，关注了就是为了天天刷到，真是对这个群体充满了好感,9.0,1628417431.0,-894.3651388835884
【A-SOUL/贝&珈&嘉】太潮啦！师徒三人演绎《隔岸 (DJ)》,嗨呀，是哪个up主评论比粉丝还多呀,2757.0,1632202437.0,1891.4849211164117,我也要！我也要！狠狠的修儒😍,182.0,1632123136.0,-684.3080888835884
【嘉然】⚡动感光波⚡,我看不懂你的评论区，因为我是个好东西，所以我看不懂的一定是坏东西，所以up主是坏东西，坏东西说的话都是错的,1461.0,1621494888.0,488.4094311164116,你指尖跃动的光波，是我此生不变的信仰，唯我圣嘉然永世长存！！[给心心][给心心][给心心],101.0,1620901257.0,-877.5268788835884
二次元也要大摆锤,2060关注之后好久没看了，现在的虚拟生命这么高级了吗，i了i了[Hiiro二周年_流口水],119.0,1648354306.0,-584.9963888835883,主播的承诺一直很实！[暹罗猫小豆泥_震惊][暹罗猫小豆泥_好耶][暹罗猫小豆泥_投币],49.0,1648353659.0,-655.0028588835884
勾罕见，今天就是你的死期😡😡,"*ao*

顺便展示荣誉勋章：
@嘉然今天吃什么
@珈乐Carol
@贝拉kira
@乃琳Queen",1430.0,1633101339.0,573.4739411164117,"抗日勋章等级展示：
特等功
@桐生可可Official
一等功
@佐久間ねむOfficial 
@東雪蓮Official 
二等功
@焼き夜鳥 
@熊野鈴谷 
@氷川真幸Official 
@蓝一叶 
@ACA在烤夜鸟 
三等功
@东倾向温 
@ハチロクo 
@夜雨Nancy 
@利维坦的魔女 
@東雪蓮敲可爱  
@と美美フェンシング",5.0,1649223822.0,-690.3012288835884
【嘉然】⚡动感光波⚡,"看不懂评论的可以看这个[给心心][给心心]
A-SOULは乐华年度最新のバーチャルアイドルグループで、メンバーは乃琳、嘉然、向晩、ベラ、珈楽の五人で構成されています。A-SOULは、ファンとアイドルが一生懸命に駆け抜け、お互いの夢を叶えて応援する物語です。

見たくないなら、そのまま転がしてもいいですか？🥰🥰🥰

見慣れないです。🌸の生放送を見に行きます。🥰",866.0,1621224831.0,-109.29113888358836,运营能不能发个九小时循环版的，求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了求你了,80.0,1620901406.0,-898.5253888835884
二次元也要大摆锤,[七海_柠檬]这也太土了,1861.0,1648353726.0,1156.9978111164116,按时间排序还是让人安心牙[保卫萝卜_哇],75.0,1648392052.0,-628.6189288835884
深情朗诵《嘉然小姐的狗》,穗，是A手毁了你😭😭😭，穗，是A手毁了你😭😭😭穗，是A手毁了你😭😭😭穗，是A手毁了你😭😭😭穗，是A手毁了你😭😭😭穗，是A手毁了你😭😭😭穗，是A手毁了你😭😭😭穗，是A手毁了你😭😭😭穗，是A手毁了你😭😭😭穗，是A手毁了你😭😭😭,46.0,1633141021.0,-810.1292388835884,获嘉的狗,41.0,1613474359.0,-1011.7958588835884
永雏塔菲逆天叫声，进来看看满意了,0:14,1.0,1716369859.0,-22.840858883588314,这下真是老头发力了[星星眼],5.0,1705219938.0,-130.34006888358832
当发病评论被然然念出来...嘿嘿嘿🥵嘉然大人🥵嘿嘿嘿🤤然然🤤【直播切片】,我嘉心糖求求你不要再念了🙇🏻‍♂️🙇🏻‍♂️🙇🏻‍♂️,392.0,1628174164.0,-513.7978088835883,BGM:life，第一次听是好久以前了,6.0,1629299366.0,-888.5457888835884
【锐评】这V的片，不切也罢,《认认真真看了五个小时》好惨，但好强（。）,2936.0,1672646878.0,2474.9293311164115,哈哈哈（所以老师还接切片嘛）,88.0,1672628642.0,-373.25302888358834
【翻唱】《猫中毒》完整版PV/嘉然,"踏马的你们有空刷那丶b评论不如多刷刷视频冲60w啊😅😅
今天冲不上60w我是嘉然就说嘉心糖p用没有😅",1799.0,1617602588.0,787.4864311164116,言语不起作用，想看到具体行动@铸币贰八,565.0,1617550325.0,-447.0361988835885
应约100w人气露脸！,以后不用真容直播就取关了,40627.0,1629787283.0,39737.33338111641,一脸DIO样。但这个脸感觉像dio又像承太郎还像拳次郎[笑哭],6.0,1668092899.0,-500.6104588835883
主播是日本人吗？主播是你爹！【七海Nana7mi】,典,369.0,1687275855.0,54.21910111641165,[七海_生闷气][七海_生闷气][七海_生闷气]我还要我谢谢你，我是真谢谢你，我也怀疑他们到底几岁啊，每天那么闲,0.0,1688008689.0,-307.4525588835883
主 播 哪 国 人,听到提问，顾左右而言他，连句承认都没有，想的是啥只能哈哈了[嗑瓜子],5092.0,1624853343.0,4152.993981116411,有没有这样一种可能东雪莲真的是日本人硬要说自己是中国人所以才是罕见,29.0,1659200487.0,-566.5345788835883
《嘉然为什么是神》,BV1744y1y7SL,85.0,1629093628.0,-811.6031688835884,纯路人，虽然我看不懂，但我大受震撼,12.0,1625124242.0,-924.2970288835884
二次元也要大摆锤,😄💦,87.0,1648380159.0,-616.7378588835884,v圈冯雪娟,26.0,1649737359.0,-664.1658588835884
【嘉然】⚡动感光波⚡,[给心心]不会真有人对平台有优越感吧？全平台用户真搞不懂你们🤗抖友都在评论区@好友来看呢[热词系列_害],528.0,1621010435.0,-449.43509888358835,工具人好像已经玩明白了，带有V圈属性的视频除开炒作向的基本上都很难吸引除粉丝之外的路人进来观看，唯有这种看不出V圈属性没有门槛的短视频才有可能把那些V圈之外的纯路人吸引进来。（观此视频在两个网站都反响不错有感）,58.0,1620970001.0,-919.8394388835884
【海子姐】ybb小火车,《别火车了，不会看火车的》🤗,376.0,1627574862.0,-535.7908288835883,为什么前面还好好的后面车就倒着开了😨😨,65.0,1627730014.0,-845.2393088835884
快速盘点2021各大Vtuber！,陪一V——猫雷,289.0,1635772196.0,-540.8174888835883,年轻人的第一个vtuber不是老爱吗？,1.0,1639355010.0,-792.9893488835884
当发病评论被然然念出来...嘿嘿嘿🥵嘉然大人🥵嘿嘿嘿🤤然然🤤【直播切片】,"[吃瓜]大家安静，我给然然写一首藏头诗：
然
然
我
喜
欢
你

诶，我的藏头诗怎么诗没了？原来我对然然的喜欢是藏不住的[脱单doge]",44.0,1628412551.0,-859.4139388835883,然然多念点🤤🤤，为什么不念我写的😭，就因为我没写吗😭😭，这下发病都发不过主人了😭😭😭,6.0,1628215393.0,-899.3855188835884
嘉然我真的好喜欢你啊😭😭😭,每次刷到这个视频都忍不住点进来看😅😅😅,1407.0,1623253521.0,451.9957611164116,快要三百万了，我合理怀疑比起嘉然，au们更喜欢看你,24.0,1629251121.0,-871.0282388835884
二次元也要大摆锤,互联网没有记忆[OK],284.0,1648380468.0,-419.73476888358834,"昨天我到医院看医生，因为最近总是突然心脏痛。吃饭的时候，看电影的时候，走在大街上的时候，总是没来由的突然抽痛一下。医生说我这可能是熬夜太多，没啥大问题，但以防万一，还是建议我做一个详细检查。这一做检查就查出病了。

检查显示我心脏里有异物，我一看片子都差点吓晕——一个金属块，一直藏在我心脏里。医生问我是不是以前受过枪伤，因为那个异物看着像是一枚子弹。我一脸懵逼，说没有啊，我就一普通学生，怎么可能！医生仔细检查了我的胸口，光滑得就像我的屁股蛋子，哪里有伤口。

医生也觉得奇怪，说从医这么多年没见过这种情况，如果是吞下去的子弹，不可能会到心脏里；这么粗的子弹也不可能是通过血管进入心脏的。但是有一点是确定的——如果不尽快取出来，我就会有生命危险。

——————

手术后，我摸摸自己的左胸，那里还缠着绷带——医生的技术很好，伤口开得不大，但还是会留下无法消除的疤痕。

护士端来一个托盘，里面盛着一枚子弹，上面还带着我的血。我把子弹洗干净带回家，做成了吊坠。

到家后，我打开了B站，看到七海娜娜米的直播，我突然感觉心脏被狠狠击中。

我这才想起来，那不是子弹，是我第一次见到七海娜娜米时，她明媚的笑容。",60.0,1648353731.0,-644.0021388835884
【A-SOUL/贝&珈&嘉】太潮啦！师徒三人演绎《隔岸 (DJ)》,哪个b发的《武藏 小次郎 喵喵》🤣🤣🤣,3123.0,1632097248.0,2256.4330311164117,别刷了别刷了，再刷电脑要冒烟了，反转了，冒烟了也要再溜一遍,202.0,1632124992.0,-664.2895288835883
《废物虚拟主播的五大特征》,如果是演的，说明有点演技在身上的，我相信是真的，太自然了，乐[滑稽],28.0,1672756654.0,-431.97290888358833,我受过专业的训练，我们不会……哈哈哈哈哈哈哈哈哈哈哈[UP_1422451239_哈哈哈],8.0,1667621711.0,-503.3223388835884
当发病评论被然然念出来...嘿嘿嘿🥵嘉然大人🥵嘿嘿嘿🤤然然🤤【直播切片】,刚刚满目泪光从小作文视频过来，我特么,11.0,1633513241.0,-841.4070388835884,请偶像不要折磨粉丝,8.0,1628219725.0,-897.3421988835884
“典”“典中典”“这就是***的丑态”【七海Nana7mi】,七海说的对，我把这几句话给我同学说了，完了就拉黑我了，还花我50道歉[大哭],15.0,1667271667.0,-499.8227788835884,这下真的“典”了,7.0,1643520932.0,-745.3301288835884
当发病评论被然然念出来...嘿嘿嘿🥵嘉然大人🥵嘿嘿嘿🤤然然🤤【直播切片】,"兄弟们，跟你们说个事

我同学好像魔怔了

整天嘉然嘉然的喊，连做梦都在喊

没事的时候就喜欢拽着别人给嘉然点关注

我们班一半的人都中招了

现在一有点风吹草丛，他们就在那鬼哭狼嚎的 

“然然😭😭😭然然😭😭😭” 

太哈人了😰😰😰我现在怀疑嘉然是个什么传销组织

他们的人说话都跟猜谜一样

完全看不懂

但我又不敢报警

我同学威胁我说，要是我不给嘉然点关注

就把我家燃气管道给砸了

所以说....

等等

等等

我家燃气管道.....我家燃气管道......

家燃...嘉燃...嘉然！

嘉然我真的好喜🥰🥰....嘉然到底是谁啊

有没有懂哥....然然🥰🥰然然🥵🥵....给我讲一下

嘉然🥰🥰到底是🥵🥵是....是....

.....................嘉然是我主人捏~🥰🥰",2006.0,1629427155.0,1112.7321011164117,🥵🥵🥵嘉然踩我好不好。。。呐呐呐。。。♡♡请、请用力点♡被嘉然踩什么的～♡最棒啦♡我现在。。已经变成一个超级无敌大变态了呢～～因为我  最、  爱、   嘉然了呢～～🤤🤤嘿嘿嘿嘿嘿❤️,7.0,1630524058.0,-875.2988688835884
【原创音乐】《超级敏感》A-SOUL全新团曲MV,你们万象天引的样子像极了劝诱大一新生加入学生会的学长学姐[给心心][给心心][给心心],7850.0,1619806887.0,6860.529421116412,杜华转发了，以后摩托姐姐来b站我们罩着，我们去了微博摩托姐姐罩着，想一想都充满了光明捏，没人受欺负的世界[给心心],1328.0,1619770406.0,338.1646111164116
【嘉然】⚡动感光波⚡,关注AS后我对动物园放下成见 对饭圈妹妹放下成见 对抖友放下成见🙇‍♂️嘉门,7973.0,1621056470.0,6996.025251116412,"刚才看到旁边的室友刷到了这个，我说了句”哪个动漫角色啊，挺可爱的”
室友说”好像是个叫嘉然的虚拟偶像，b站上有号”
我:“可以啊，我去看看”
室友:“那咱俩一起关注？”
我:“行（先取关后关注）”
[给心心][给心心]",155.0,1621397548.0,-818.5639688835884
【古拉】回到最初，那声“A”,这放考试阅读理解不得要你写三四句话,3.0,1711339737.0,-71.14207888358833,00：34,8.0,1653844608.0,-641.0933688835884
“那你心中的第一打野是谁”,,,,,,,,
【嘉然】⚡动感光波⚡,你麻麻的，都说讨厌土，但是这数据让运营以后很难不摆烂，那么我以后缺的高雅视频这块儿谁来给我补啊😅,1552.0,1621004877.0,574.5093211164116,rsq和土比起来，我还是喜欢土一点捏[给心心][给心心][给心心],100.0,1621054183.0,-876.9976188835884
【翻唱】《猫中毒》完整版PV/嘉然,"嘉心糖可以帮忙把这个顶到前排么，认真选的安利视频，谢谢大家[给心心][给心心][给心心]，如果想了解然然可以看看这些哦https://b23.tv/uSpRNT 
https://b23.tv/zoh0Z7 
https://b23.tv/QmS0Uo 
https://b23.tv/vV9NCO  （桃花旗袍，强烈安利）",2215.0,1617631045.0,1203.7710011164118,一位记者问小罗：“请问罗伊·马斯坦先生，现在很多主播都在整改自己的切片rsq的问题，有的主播还被封禁15天，请问你们是怎么做的?”不少人纳闷：怎么提这种问题？大家都关注小罗怎样回答。小罗不屑地说：“我们不需要”全场哗然，议论纷纷。小罗看出了大家的疑惑，说道：“因为我们不剪切片！”顿时掌声雷动。小罗的机智打动了在场的所有人，掌声经久不息。,716.0,1617849132.0,-293.04812888358845
我是如何 因看vtb毁掉自己的人生？,能看v看成这样，感觉不看v也差不多,1750.0,1673646166.0,1298.9222111164117,哈哈哈管人痴[永雏塔菲_嘲笑][永雏塔菲_嘲笑][永雏塔菲_嘲笑],31.0,1673625622.0,-420.2832288835884
快速盘点2021各大Vtuber！,"虽然2020年的那起事件让HOLO在国内凉凉了，但是现在HOLO在国外却发展得好好的，世界上订阅量最多的V：鲨鱼就是HOLO旗下的。
除此之外，HOLO还有湊阿库娅、白上吹雪等等老牌大将。不得不承认，放眼世界，HOLO在整个V圈的影响力还是很大。",33.0,1644042928.0,-714.1101688835884,"怪不得单推时乃空转了
呵呵，还是暴露了你是个空友，变着法子吹你那憨憨圆脸
[物述有栖_看戏]",22.0,1635775711.0,-807.7823388835884
【锐评】这V的片，不切也罢,我要是这个V此时就自爆整波大的，反正也没活,1228.0,1672658679.0,767.0473411164116,up说话好有意思，有兴趣套个皮直播吗[脱单doge],72.0,1672663097.0,-388.9084788835884
恭喜嘉然100万粉丝！嘉心糖翻唱《猫中毒》,高质量的精修mv靠自己人骗了三天才60w，发病视频半天被“品味高雅”的b友们抬到30w，有些b友还非得进来嘴一句，多少是有点哈哈了,353.0,1632108027.0,-513.4591788835884,纯路人，现在路转粉了，在up的视频看完之后，感到很迷惑，以前就看到很多嘉心糖的发病言论，我以为网上的嘉心糖都是纯乐子人，都在反串，以前以为嘉然这人干什么罪不可赦的事了，看到这个视频后我觉得如果真的是这样的话，不是真心喜欢的人不应该能做出这样的视频来，可这又跟我之前以为的相悖，所以我去网上搜了一下，也没发现什么黑料，又看了一下她的直播片段，感觉这主播还挺有意思的，不过嘉心糖们的这种表达方式还是挺接受不了的，有那个大病一样。,71.0,1632144248.0,-795.0969688835884
【海子姐】ybb小火车,这可能是她最能拿得出手的东西了,43.0,1643546706.0,-709.0723888835884,这新版本怎么通啊[嘉然_锤头丧气],31.0,1628577753.0,-870.7619188835884
《嘉然为什么是神》,自从昨天好奇点开了一个嘉然的视频，现在首页全是她，谁来救救我[微笑],595.0,1625738890.0,-335.1505488835884,"游戏名：注满嘉然
[支持]推荐
        总时数100小时（评测时100小时）
发布于：7月13日
     这游戏也太好玩了，嘉然呵呵呵嘿嘿嘿🤤🤤🤤🤤🤤嘉然hihihi哈哈哈🤤🤤🤤🤤🤤嘉然噫呜呜噫🥵🥵🥵🥵🥵嘉然我的嘉然呜呜呜呜呜[大哭][大哭][大哭]
 
这篇评测是否有价值？
👍是👎否 😁欢乐【月饼】奖励
有1000人觉得这篇评测有趣[傲娇]",52.0,1626176727.0,-873.7721788835884
“典”“典中典”“这就是***的丑态”【七海Nana7mi】,不知道怎么回复的就回复典，别人问你哪里典了，就回复典中典，别人问你哪里典中典了，你就回他急了，别人问你哪里急了，就回复他这就是某某某的丑态，反正拉黑，截图挂在自己的小团体里寻求认同,7.0,1700657098.0,-173.96846888358832,我至今都不明白，现在网络上的正常人是变少了还是低能变多了。,47.0,1643443443.0,-706.1050188835884
我是如何 因看vtb毁掉自己的人生？,真内向的人没人帮助自己是很难走不出的  但我真没见过看个v能把自己看内向的[辣眼睛],90.0,1673939656.0,-358.14288888358834,【本田未央 - ステップ！（Step!） 完整版-哔哩哔哩】 https://b23.tv/MQI9hUU,12.0,1674032661.0,-435.21283888358835
快速盘点2021各大Vtuber！,"一一【虚拟感】一一
我非常喜欢V ,我喜欢V的什么呢,喜欢的就是她们的虚拟感,就是一个现实生活中接触不到的虚拟。她们仅在直播时展现所有的美。在没有直播时又有不可逾越的距离感因此,我觉得回不回私信根本无所谓 ,或者说根本就不该回。联合投稿 ,我也很清楚肯定是运营先看看质量和意义。只要本人不是特别讨厌就可以放出来,所以每次联合,我也大概能隐约猜到会不会过就是我对V的期许。显然asoul就是这样的,所以不管别人怎么说, 我都是对aosul这个企划拥有绝对的信心。",441.0,1635777578.0,-388.76366888358837,没有神一V小艾？没有神一V小艾？,49.0,1635924636.0,-779.2930888835883
【海子姐】ybb小火车,一天不听就感觉浑身有病😭,939.0,1626763871.0,19.09926111641164,https://b23.tv/BV1pb4y117Cu,33.0,1633325919.0,-821.2802588835884
